#pkgs, avgSpeed
5,5.491633333333333
10,15.1875
15,42.78470000000001
20,81.61943333333333
25,18.675
30,116.78193333333333
35,168.71666666666667
40,315.1361
45,884.2069333333333
50,1064.4069666666667
55,1924.5666666666666
60,1586.3097333333335
65,3106.8819666666664
70,3020.1861000000004
75,4263.304166666667
80,4767.1347
85,5415.383333333333
90,5968.823633333333
95,6505.381933333333
100,9876.756966666668
