#pkgs, avgSpeed
5,6.222233333333333
10,10.670866666666669
15,15.043033333333334
20,19.0722
25,22.506966666666667
30,42.98330000000001
35,32.776399999999995
40,375.09166666666664
45,678.3680333333333
50,456.6541666666667
55,1001.3055333333333
60,283.2
65,2987.7292
70,3815.9778
75,4445.045833333334
80,5101.604200000001
85,6174.8903
90,5085.805566666666
95,6308.063866666666
100,7895.069433333333
