#pkgs, avgSpeed
5,6.970833333333334
10,9.501399999999999
15,14.179166666666667
20,16.816666666666666
25,75.02226666666667
30,28.408366666666666
35,28.009733333333333
40,71.90416666666667
45,336.66946666666666
50,117.77496666666667
55,632.3013666666667
60,854.0889000000001
65,3143.213866666667
70,3025.031966666667
75,3579.2569333333336
80,6453.011066666666
85,6028.594433333333
90,7557.858333333334
95,7559.893033333334
100,7586.650000000001
