#pkgs, avgSpeed
5,5.679166666666667
10,12.376399999999999
15,11.5375
20,19.823566666666668
25,142.8444333333333
30,27.426366666666667
35,249.31393333333332
40,548.2138666666666
45,724.6971666666667
50,1009.3166666666666
55,180.16526666666667
60,2421.616666666667
65,2178.531933333333
70,2818.5097
75,3455.7791666666667
80,3868.856933333334
85,5399.713866666666
90,7239.994433333333
95,5392.898633333333
100,7645.605566666668
