#pkgs, avgSpeed
5,7.527766666666667
10,14.772233333333332
15,45.76253333333333
20,27.5153
25,20.419433333333334
30,16.4889
35,323.5194666666667
40,249.08056666666664
45,439.35696666666666
50,1647.6097000000002
55,1414.5388666666668
60,2910.5499999999997
65,2989.205566666667
70,3564.5416666666665
75,3531.1542000000004
80,4918.418066666666
85,6439.6347
90,5425.016666666666
95,11423.126400000001
100,9115.168033333333
