#pkgs, avgSpeed
5,3.3430666666666666
10,8.745833333333332
15,20.545866666666665
20,56.344433333333335
25,32.7875
30,26.256966666666667
35,36.519466666666666
40,529.1847
45,991.8569666666666
50,980.9819333333335
55,870.0222
60,2289.8972333333336
65,1745.0375000000001
70,3721.1444666666666
75,5100.252733333334
80,6570.7597
85,5665.618066666666
90,6202.6125
95,7825.511133333333
100,10053.2083
